Date,1 Yr,2 Yr,3 Yr
9/9/2016,0.994233446,0.984385277,0.972611007
9/12/2016,0.994332306,0.984385277,0.972900159
9/13/2016,0.993739442,0.984189972,0.972033047
9/14/2016,0.993838203,0.984776061,0.973478807
9/15/2016,0.994035785,0.985362674,0.97434764
9/16/2016,0.993936984,0.984776061,0.973189426
9/19/2016,0.994035785,0.984385277,0.972900159
9/20/2016,0.993936984,0.984385277,0.972611007
9/21/2016,0.993936984,0.984385277,0.972900159
9/22/2016,0.994035785,0.984385277,0.973189426
9/23/2016,0.994035785,0.984776061,0.973478807
9/26/2016,0.994233446,0.984971541,0.97434764
9/27/2016,0.994233446,0.985167078,0.974637481
9/28/2016,0.994035785,0.985167078,0.97434764
9/29/2016,0.994134606,0.985558328,0.974927436
9/30/2016,0.994134606,0.984776061,0.974057914
10/3/2016,0.993739442,0.984189972,0.973189426
10/4/2016,0.9936407,0.983799537,0.972033047
10/5/2016,0.993541977,0.983214319,0.971166965
10/6/2016,0.993541977,0.983019363,0.970590148
10/7/2016,0.993443274,0.983604406,0.970878499
10/11/2016,0.993147284,0.982824464,0.969725779
10/12/2016,0.993245928,0.982824464,0.970878499
10/13/2016,0.993443274,0.983214319,0.970590148
10/14/2016,0.993443274,0.983409334,0.970590148
10/17/2016,0.993541977,0.983994726,0.971166965
10/18/2016,0.993443274,0.983799537,0.971744238
10/19/2016,0.993541977,0.983994726,0.971744238
10/20/2016,0.993443274,0.983409334,0.971166965
10/21/2016,0.993443274,0.983409334,0.971166965
10/24/2016,0.993443274,0.983409334,0.970590148
10/25/2016,0.993443274,0.983019363,0.970590148
10/26/2016,0.993344591,0.983019363,0.970301911
10/27/2016,0.993245928,0.982824464,0.969437884
10/28/2016,0.993443274,0.983019363,0.970013788
10/31/2016,0.993443274,0.983019363,0.970590148
11/1/2016,0.993541977,0.983604406,0.970878499
11/2/2016,0.9936407,0.983994726,0.971166965
11/3/2016,0.9936407,0.983994726,0.971166965
11/4/2016,0.993838203,0.984189972,0.972033047
11/7/2016,0.993739442,0.983799537,0.970878499
11/8/2016,0.992950055,0.982824464,0.969437884
11/9/2016,0.992851469,0.982240116,0.967138823
11/10/2016,0.992851469,0.981850841,0.9657056
11/14/2016,0.992358837,0.980296049,0.96284764
11/15/2016,0.992260369,0.979907929,0.962562464
11/16/2016,0.992457324,0.980296049,0.962562464
11/17/2016,0.992358837,0.979520038,0.961707613
11/18/2016,0.992358837,0.978938635,0.960285109
11/21/2016,0.992260369,0.978744948,0.960285109
11/22/2016,0.992260369,0.978938635,0.960569385
11/23/2016,0.992063492,0.977970778,0.959149125
11/25/2016,0.991965083,0.977970778,0.958865409
11/28/2016,0.992161921,0.978164234,0.959716893
11/29/2016,0.992260369,0.97855132,0.960000945
11/30/2016,0.992063492,0.978164234,0.959149125
12/1/2016,0.991866693,0.977584037,0.957731664
12/2/2016,0.992063492,0.978164234,0.959149125
12/5/2016,0.991866693,0.977777379,0.958581805
12/6/2016,0.991768323,0.977970778,0.958865409
12/7/2016,0.991571641,0.978357748,0.959432953
12/8/2016,0.991669972,0.977970778,0.959149125
12/9/2016,0.991571641,0.977390753,0.958298313
12/12/2016,0.991571641,0.977390753,0.958014932
12/13/2016,0.991276764,0.977004356,0.957448507
12/14/2016,0.990883868,0.975075805,0.954341133
12/15/2016,0.990982063,0.97469078,0.953214513
12/16/2016,0.990982063,0.974883264,0.953777601
12/19/2016,0.991080278,0.97565377,0.954905109
12/20/2016,0.991080278,0.975461058,0.954623065
12/21/2016,0.991276764,0.976232249,0.955187263
12/22/2016,0.991375037,0.976039366,0.955187263
12/23/2016,0.991375037,0.976039366,0.955187263
12/27/2016,0.991178511,0.974883264,0.954059311
12/28/2016,0.991080278,0.975268403,0.954905109
12/29/2016,0.991571641,0.976039366,0.956599705
12/30/2016,0.991571641,0.97642519,0.957165461
1/3/2017,0.991178511,0.976039366,0.956316994
1/4/2017,0.991375037,0.97565377,0.956316994
1/5/2017,0.991768323,0.977004356,0.958298313
1/6/2017,0.991571641,0.976039366,0.956316994
1/9/2017,0.991866693,0.976232249,0.957165461
1/10/2017,0.991866693,0.976618188,0.957165461
1/11/2017,0.991866693,0.97642519,0.957165461
1/12/2017,0.991965083,0.976811243,0.957731664
1/13/2017,0.991866693,0.976232249,0.956882527
1/17/2017,0.992063492,0.977004356,0.958581805
1/18/2017,0.991866693,0.975846539,0.956034394
1/19/2017,0.991768323,0.975461058,0.955469529
1/20/2017,0.991866693,0.97642519,0.956316994
1/23/2017,0.992161921,0.977197526,0.958298313
1/24/2017,0.991965083,0.976232249,0.956599705
1/25/2017,0.991866693,0.975846539,0.955751906
1/26/2017,0.991866693,0.976232249,0.956599705
1/27/2017,0.991866693,0.976039366,0.956882527
1/30/2017,0.991965083,0.976039366,0.956882527
1/31/2017,0.991669972,0.976618188,0.957448507
2/1/2017,0.991768323,0.976039366,0.956599705
2/2/2017,0.991669972,0.976232249,0.956882527
2/3/2017,0.991866693,0.976232249,0.956599705
2/6/2017,0.992161921,0.977197526,0.958298313
2/7/2017,0.992063492,0.977197526,0.958298313
2/8/2017,0.992161921,0.977390753,0.959149125
2/9/2017,0.992063492,0.97642519,0.957448507
2/10/2017,0.991965083,0.97642519,0.957165461
2/13/2017,0.991866693,0.97642519,0.956882527
2/14/2017,0.991669972,0.975461058,0.955469529
2/15/2017,0.991473329,0.975075805,0.954341133
2/16/2017,0.991866693,0.976039366,0.956316994
2/17/2017,0.991866693,0.976232249,0.956882527
2/21/2017,0.991768323,0.976039366,0.956316994
2/22/2017,0.991866693,0.976039366,0.956599705
2/23/2017,0.991965083,0.976811243,0.958014932
2/24/2017,0.992063492,0.977970778,0.959716893
2/27/2017,0.991965083,0.97642519,0.957448507
2/28/2017,0.991276764,0.976039366,0.956599705
3/1/2017,0.990883868,0.97469078,0.954341133
3/2/2017,0.990295108,0.97411367,0.953496001
3/3/2017,0.990295108,0.97411367,0.953777601
3/6/2017,0.990393186,0.974305983,0.953496001
3/7/2017,0.98990299,0.97411367,0.952933135
3/8/2017,0.989805008,0.973344986,0.952089665
3/9/2017,0.989707047,0.973152958,0.951527905
3/10/2017,0.989805008,0.973344986,0.95180873
3/13/2017,0.989511181,0.972577213,0.950966587
3/14/2017,0.989511181,0.972577213,0.951247191
3/15/2017,0.98990299,0.973921413,0.953777601
3/16/2017,0.99000099,0.973537072,0.952651868
3/17/2017,0.99009901,0.973921413,0.953496001
3/20/2017,0.99000099,0.974498353,0.954341133
3/21/2017,0.99009901,0.975075805,0.955187263
